Sound	Index	FileName	Volume	Group Size	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Reverb	Falloff	Cache	Async Only	Priority	Stream	Stereo	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3
event_harem_7	116	ambient\event\scream7.wav	200	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_harem_8	117	ambient\event\scream4.wav	200	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_jungle_day_1	118	ambient\event\junglebirdie9.wav	180	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_jungle_day_2	119	ambient\event\jungleevent2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_jungle_day_3	120	ambient\event\junglebirdie10.wav	180	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_jungle_day_4	121	ambient\event\jungleevent4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_jungle_day_5	122	ambient\event\junglebirdie3.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_jungle_night_1	123	ambient\event\junglebeastie1.wav	120	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_jungle_night_2	124	ambient\event\junglebeastie2.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_jungle_night_3	125	ambient\event\junglebeastie3.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_jungle_night_4	126	ambient\event\junglebeastie4.wav	200	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_jungle_night_5	127	ambient\event\junglebirdie1.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_kurast_day_1	128	ambient\event\desertinsect3.wav	120	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_kurast_day_2	129	ambient\event\desertinsect4.wav	80	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_kurast_day_3	130	ambient\event\junglebirdie2.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_kurast_day_4	131	ambient\event\jungleevent1.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_kurast_day_5	132	ambient\event\jungleevent3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_kurast_night_1	133	ambient\event\junglebirdie4.wav	255	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_kurast_night_2	134	ambient\event\singlecricket.wav	60	5	1	2	6	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_kurast_night_3	135	ambient\event\junglebirdie12.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_kurast_night_4	136	ambient\event\junglebirdie15.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_kurast_night_5	137	ambient\event\junglebirdie16.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lair_1	138	ambient\event\moan1.wav	255	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lair_2	139	ambient\event\moan2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lair_3	140	ambient\event\moan3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lair_4	141	ambient\event\moan4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lair_5	142	ambient\event\moan5.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lava_1	143	ambient\event\scream1.wav	255	8	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lava_2	144	ambient\event\scream2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lava_3	145	ambient\event\scream3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lava_4	146	ambient\event\scream4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lava_5	147	ambient\event\lava1.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lava_6	148	ambient\event\lava2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lava_7	149	ambient\event\lava3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_lava_8	150	ambient\event\lava4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_mesa_1	151	ambient\event\cavedrip8.wav	255	6	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_mesa_2	152	ambient\event\cavedrip7.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_mesa_3	153	ambient\event\cavedrip3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_mesa_4	154	ambient\event\cavedrip4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_mesa_5	155	ambient\event\cavedrip5.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_mesa_6	156	ambient\event\cavedrip6.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_monastery_1	157	ambient\event\raven1.wav	255	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_monastery_2	158	ambient\event\raven2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_monastery_3	159	ambient\event\raven3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_monastery_4	160	ambient\event\raven4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_monastery_5	161	ambient\event\raven5.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_temple_1	162	ambient\event\breath1.wav	255	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_temple_2	163	ambient\event\breath2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_temple_3	164	ambient\event\breath3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_temple_4	165	ambient\event\breath4.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_temple_5	166	ambient\event\breath5.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_tombs_1	167	ambient\event\moan1.wav	255	5	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_tombs_2	168	ambient\event\moan2.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_tombs_3	169	ambient\event\moan3.wav	255	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_tombs_4	170	ambient\event\thump6.wav	180	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_tombs_5	171	ambient\event\thump2.wav	180	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_2_day_1	172	ambient\event\desertinsectloop1.wav	90	5	1	2	6	0	0	50	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_2_day_2	173	ambient\event\town2birdie2.wav	200	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_2_day_3	174	ambient\event\town2birdie3.wav	200	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_2_day_4	175	ambient\event\town2birdie4.wav	200	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_2_day_5	176	ambient\event\desertinsectloop2.wav	200	0	0	2	6	0	0	100	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_2_night_1	177	ambient\event\singlecricket.wav	60	5	1	2	6	0	0	125	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_2_night_2	178	ambient\event\birdienight5.wav	15	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_2_night_3	179	ambient\event\birdie_night_14.wav	30	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_2_night_4	180	ambient\event\desertinsect3.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_2_night_5	181	ambient\event\desertinsect7.wav	120	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_3_day_1	182	ambient\event\frog1.wav	160	4	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_3_day_2	183	ambient\event\frog2.wav	160	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_3_day_3	184	ambient\event\frog3.wav	160	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_3_day_4	185	ambient\event\frog4.wav	160	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_3_day_5	186	none.wav	0	0	0	0	0	0	0	0	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_3_night_1	187	ambient\event\frog1.wav	180	5	1	12	25	0	0	50	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_3_night_2	188	ambient\event\frog2.wav	180	0	1	12	25	0	0	50	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_3_night_3	189	ambient\event\frog3.wav	180	0	1	12	25	0	0	100	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
event_town_3_night_4	190	ambient\event\frog4.wav	180	0	1	12	25	0	0	75	0	1	2	0	1	20	0	0	1	0	0	-1	-1	-1
