Act	Type	Id	Description	Objects.txt_ID	Monstats.txt_ID	Direction	Base	Token	Mode	Class	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	Colormap	Index	*eol
1	1	39	Griswold				Data\Global\Monsters	GZ	NU	HTH		LIT																	0
1	1	40	Countess			7	Data\Global\Monsters	CR	NU	1HS	MED	LIT	MED	LIT	LIT	WHM			LIT	LIT							Data\Global\Monsters\RandTransforms.dat	26	0
1	1	41	Pitspawn Fouldog			1	Data\Global\Monsters	BH	NU	HTH		LIT															Data\Global\Monsters\RandTransforms.dat	1	0
1	1	42	# Flamespike the Crawler			1	Data\Global\Monsters	SI	NU	HTH		LIT															Data\Global\Monsters\RandTransforms.dat	25	0
1	1	43	Boneash			6	Data\Global\Monsters	SK	NU	HTH	MED	MED	DES	LIT	LIT				LIT			POS	POS				Data\Global\Monsters\RandTransforms.dat	12	0
1	1	44	The Smith			1	Data\Global\Monsters	5P	NU	HTH		LIT																	0
1	1	45	The Cowking			1	Data\Global\Monsters	EC	NU	HTH		LIT				HAL													0
1	1	46	Corpsefire																										0
1	1	47	?																										0
1	1	48	?																										0
1	1	49	?																										0
1	1	50	?																										0
1	1	51	?																										0
1	1	52	?																										0
1	1	53	?																										0
1	1	54	?																										0
1	1	55	?																										0
1	1	56	?																										0
1	1	57	?																										0
1	1	58	?																										0
1	1	59	# Skeleton enemy																										0
1	2	0	rogue fountain (12)	12			Data\Global\Objects	FN	NU	HTH		LIT																	0
1	2	1	torch 1 tiki (37)	37			Data\Global\Objects	TO	ON	HTH		LIT																	0
1	2	2	"Fire, rogue camp (39)"	39			Data\Global\Objects	RB	ON	HTH		LIT																	0
1	2	3	flag 1 (35)	35			Data\Global\Objects	N1	NU	HTH		LIT																	0
1	2	4	flag 2 (36)	36			Data\Global\Objects	N2	NU	HTH		LIT																	0
1	2	5	"Chest, R Large (5)"	5			Data\Global\Objects	L1	NU	HTH		LIT																	0
1	2	6	"Cairn Stone, Alpha (17)"	17			Data\Global\Objects	S1	NU	HTH		LIT																	0
1	2	7	"Cairn Stone, Beta (18)"	18			Data\Global\Objects	S2	NU	HTH		LIT																	0
1	2	8	"Cairn Stone, Gamma (19)"	19			Data\Global\Objects	S3	NU	HTH		LIT																	0
1	2	9	"Cairn Stone, Delta (20)"	20			Data\Global\Objects	S4	NU	HTH		LIT																	0
1	2	10	"Cairn Stone, Lambda (21)"	21			Data\Global\Objects	S5	NU	HTH		LIT																	0
1	2	11	"Cairn Stone, Theta (inactive) (22)"	22			Data\Global\Objects	S6	NU	HTH		LIT																	0
1	2	12	Tree of Inifuss (30)	30			Data\Global\Objects	IT	NU	HTH		LIT																	0
1	2	13	water effect 2 (70)	70			Data\Global\Objects	4R	NU	HTH		LIT																	0
1	2	14	water effect 2 (70)	70			Data\Global\Objects	4R	NU	HTH		LIT																	0
1	2	15	water effect 1 (69)	69			Data\Global\Objects	3R	NU	HTH		LIT																	0
1	2	16	water effect 1 (69)	69			Data\Global\Objects	3R	NU	HTH		LIT																	0
1	2	17	brazier (29)	29			Data\Global\Objects	BR	OP	HTH		LIT							LIT										0
1	2	18	bloody fountain (31)	31			Data\Global\Objects	BF	NU	HTH		LIT																	0
1	2	19	candles 1 (33)	33			Data\Global\Objects	A1	NU	HTH		LIT																	0
1	2	20	candles 2 (34)	34			Data\Global\Objects	A2	NU	HTH		LIT																	0
1	2	21	torch 1 tiki (37)	37			Data\Global\Objects	TO	ON	HTH		LIT																	0
1	2	22	Invisible object (61)	61			Data\Global\Objects	SS	NU	HTH		LIT																	0
1	2	23	Invisible river sound 1 (65)	65			Data\Global\Objects	X1	NU	HTH		LIT																	0
1	2	24	Invisible river sound 2 (66)	66			Data\Global\Objects	X2	NU	HTH		LIT																	0
1	2	25	The Moldy Tome (8)	8			Data\Global\Objects	TT	NU	HTH		LIT																	0
1	2	26	Cain's Gibbet (26)	26			Data\Global\Objects	GI	NU	HTH		LIT																	0
1	2	27	Undefiled Grave (28)	28			Data\Global\Objects	HI	NU	HTH		LIT																	0
1	2	28	bubbling pool of blood (82)	82			Data\Global\Objects	B2	NU	HTH		LIT																	0
1	2	29	Shrine (2)	2			Data\Global\Objects	SF	NU	HTH		LIT																	0
1	2	30	"Shrine, forest altar (81)"	81			Data\Global\Objects	AF	NU	HTH		LIT																	0
1	2	31	"Shrine, healing well (84)"	84			Data\Global\Objects	HW	NU	HTH		LIT																	0
1	2	32	"Shrine, horn (83)"	83			Data\Global\Objects	HS	NU	HTH		LIT																	0
1	2	33	invisible town sound (78)	78																									0
1	2	34	invisible object (61)	61			Data\Global\Objects	SS	NU	HTH		LIT																	0
1	2	35	flies (103)	103			Data\Global\Objects	FL	NU	HTH		LIT																	0
1	2	36	Horadric Malus (108)	108			Data\Global\Objects	HM	NU	HTH		LIT																	0
1	2	37	Waypoint (119)	119			Data\Global\Objects	WP	ON	HTH		LIT							LIT										0
1	2	38	error ? (-580)	580																									0
1	2	39	"Well, pool wilderness (130)"	130			Data\Global\Objects	ZW	NU	HTH		LIT																	0
1	2	40	"Hidden Stash, rock wilderness (159)"	159			Data\Global\Objects	CQ	NU	HTH		LIT																	0
1	2	41	"Hiding Spot, cliff wilderness (163)"	163			Data\Global\Objects	CF	NU	HTH		LIT																	0
1	2	42	Hollow Log (169)	169			Data\Global\Objects	CZ	NU	HTH		LIT																	0
1	2	43	"Fire, small (160)"	160			Data\Global\Objects	FX	OP	HTH		LIT																	0
1	2	44	"Fire, medium (161)"	161			Data\Global\Objects	FY	OP	HTH		LIT																	0
1	2	45	"Fire, large (162)"	162			Data\Global\Objects	FZ	OP	HTH		LIT																	0
1	2	46	"Armor Stand, 1R (104)"	104			Data\Global\Objects	A3	NU	HTH		LIT																	0
1	2	47	"Armor Stand, 2L (105)"	105			Data\Global\Objects	A4	NU	HTH		LIT																	0
1	2	48	"Weapon Rack, 1R (106)"	106			Data\Global\Objects	W1	NU	HTH		LIT																	0
1	2	49	"Weapon Rack, 2L (107)"	107			Data\Global\Objects	W2	NU	HTH		LIT																	0
1	2	50	Bookshelf L (179)	179			Data\Global\Objects	B4	NU	HTH		LIT																	0
1	2	51	Bookshelf R (180)	180			Data\Global\Objects	B5	NU	HTH		LIT																	0
1	2	52	Waypoint (119)	119			Data\Global\Objects	WP	ON	HTH		LIT							LIT										0
1	2	53	"Waypoint, wilderness (157)"	157			Data\Global\Objects	WN	ON	HTH		LIT							LIT										0
1	2	54	Bed R (247)	247			Data\Global\Objects	QA	NU	HTH		LIT																	0
1	2	55	Bed L (248)	248			Data\Global\Objects	QB	NU	HTH		LIT																	0
1	2	56	"Hidden Stash, rock wilderness (155)"	155			Data\Global\Objects	C7	NU	HTH		LIT																	0
1	2	57	"Loose Rock, wilderness (174)"	174			Data\Global\Objects	RY	NU	HTH		LIT																	0
1	2	58	"Loose Boulder, wilderness (175)"	175			Data\Global\Objects	RZ	NU	HTH		LIT																	0
1	2	59	"Chest, R Large (139)"	139			Data\Global\Objects	Q1	NU	HTH		LIT																	0
1	2	60	"Chest, R Tallskinney (140)"	140			Data\Global\Objects	Q2	NU	HTH		LIT																	0
1	2	61	"Chest, R Med (141)"	141			Data\Global\Objects	Q3	NU	HTH		LIT																	0
1	2	62	"Chest, L (144)"	144			Data\Global\Objects	Q6	NU	HTH		LIT																	0
1	2	63	"Chest, L Large (6)"	6			Data\Global\Objects	L2	NU	HTH		LIT																	0
1	2	64	"Chest, 1L general (240)"	240			Data\Global\Objects	CY	NU	HTH		LIT																	0
1	2	65	"Chest, 2R general (241)"	241			Data\Global\Objects	CX	NU	HTH		LIT																	0
1	2	66	"Chest, 3R general (242)"	242			Data\Global\Objects	CU	NU	HTH		LIT																	0
1	2	67	"Dead Rogue, 1 (54)"	54			Data\Global\Objects	Z1	NU	HTH		LIT																	0
1	2	68	"Dead Rogue, 2 (55)"	55			Data\Global\Objects	Z2	NU	HTH		LIT																	0
1	2	69	"Dead Rogue, rolling (56)"	56			Data\Global\Objects	Z5	NU	HTH		LIT																	0
1	2	70	"Dead Rogue, on a stick 1 (57)"	57			Data\Global\Objects	Z3	NU	HTH		LIT																	0
1	2	71	"Dead Rogue, on a stick 2 (58)"	58			Data\Global\Objects	Z4	NU	HTH		LIT																	0
1	2	72	Skeleton (171)	171			Data\Global\Objects	SX	NU	HTH		LIT																	0
1	2	73	"Guard Corpse, on a stick (178)"	178			Data\Global\Objects	GS	NU	HTH		LIT																	0
1	2	74	"Body, burning town 1 (239)"	239			Data\Global\Objects	BZ	NU	HTH		LIT																	0
1	2	75	"Body, burning town 2 (245)"	245			Data\Global\Objects	BY	NU	HTH		LIT							LIT										0
1	2	76	"A Trap, exploding cow (250)"	250			Data\Global\Objects	EW	OP	HTH		LIT																	0
1	2	77	"Well, fountain 1 (111)"	111			Data\Global\Objects	F3	NU	HTH		LIT																	0
1	2	78	"Well, cavewell caves (138)"	138			Data\Global\Objects	ZY	NU	HTH		LIT																	0
1	2	79	"Well, cathedralwell inside (132)"	132			Data\Global\Objects	ZC	NU	HTH		LIT																	0
1	2	80	"Shrine, mana well 1 (164)"	164			Data\Global\Objects	MB	NU	HTH		LIT																	0
1	2	81	"Shrine, mana well 2 (165)"	165			Data\Global\Objects	MD	NU	HTH		LIT																	0
1	2	82	"Shrine, healthorama (77)"	77			Data\Global\Objects	SH	NU	HTH		LIT																	0
1	2	83	"Shrine, bull shrine, health, tombs (85)"	85			Data\Global\Objects	BC	NU	HTH		LIT																	0
1	2	84	"stele,magic shrine, stone, desert (86)"	86			Data\Global\Objects	SG	NU	HTH		LIT																	0
1	2	85	"Shrine, cathedral (262)"	262			Data\Global\Objects	S0	NU	HTH		LIT							LIT										0
1	2	86	"Shrine, jail 1 (263)"	263			Data\Global\Objects	JB	NU	HTH		LIT							LIT										0
1	2	87	"Shrine, jail 2 (264)"	264			Data\Global\Objects	JD	NU	HTH		LIT							LIT										0
1	2	88	"Shrine, jail 3 (265)"	265			Data\Global\Objects	JF	NU	HTH		LIT							LIT										0
1	2	89	"Casket, 1 R (50)"	50			Data\Global\Objects	C1	NU	HTH		LIT																	0
1	2	90	"Casket, 2 L (51)"	51			Data\Global\Objects	C2	NU	HTH		LIT																	0
1	2	91	"Casket, 3 (79)"	79			Data\Global\Objects	C3	NU	HTH		LIT																	0
1	2	92	"Casket, 4 (53)"	53			Data\Global\Objects	C4	NU	HTH		LIT																	0
1	2	93	"Casket, 5 (1)"	1			Data\Global\Objects	C5	NU	HTH		LIT																	0
1	2	94	"Casket, 6 (3)"	3			Data\Global\Objects	C6	NU	HTH		LIT																	0
1	2	95	Barrel (7)	7			Data\Global\Objects	B1	NU	HTH		LIT																	0
1	2	96	Crate (46)	46			Data\Global\Objects	CT	NU	HTH		LIT																	0
1	2	97	torch 2 wall (38)	38			Data\Global\Objects	WT	ON	HTH		LIT																	0
1	2	98	cabin stool (256)	256			Data\Global\Objects	S9	NU	HTH		LIT																	0
1	2	99	cabin wood (257)	257			Data\Global\Objects	WG	NU	HTH		LIT																	0
1	2	100	cabin wood more (258)	258			Data\Global\Objects	WH	NU	HTH		LIT																	0
1	2	101	"Door, secret 1 (129)"	129			Data\Global\Objects	H2	NU	HTH		LIT																	0
1	2	102	Your Private Stash (267)	267			Data\Global\Objects	B6	NU	HTH		LIT																	0
1	2	103	Wirt's body (268)	268			Data\Global\Objects	BP	NU	HTH		LIT																	0
1	2	104	gold placeholder (269)	269			Data\Global\Objects	1G																					0
1	2	105	-581	581																									0
1	2	106	hell light source 1 (351)	351			Data\Global\Objects	SS																					0
1	2	107	hell light source 2 (352)	352			Data\Global\Objects	SS																					0
1	2	108	hell light source 3 (353)	353			Data\Global\Objects	SS																					0
1	2	109	fog water (374)	374			Data\Global\Objects	UD	NU	HTH		LIT																	0
1	2	110	cain start position (385)	385		1	Data\Global\Monsters	DC	NU	HTH		LIT																	0
1	2	111	"Chest, sparkly (397)"	397			Data\Global\Objects	YF	NU	HTH		LIT																	0
1	2	112	Red Portal (321)	321			Data\Global\Objects	PP	NU	HTH	LIT	LIT																	0
1	2	113	0	0																									0
1	2	114	Myhrginoc's Book of Lore	8			Data\Global\Objects	TT	NU	HTH		LIT																	0
1	2	115	0	0																									0
1	2	116	0	0																									0
1	2	117	0	0																									0
1	2	118	0	0																									0
1	2	119	0	0																									0
1	2	120	0	0																									0
1	2	121	0	0																									0
1	2	122	0	0																									0
1	2	123	0	0																									0
1	2	124	0	0																									0
1	2	125	0	0																									0
1	2	126	0	0																									0
1	2	127	0	0																									0
1	2	128	0	0																									0
1	2	129	0	0																									0
1	2	130	0	0																									0
1	2	131	0	0																									0
1	2	132	0	0																									0
1	2	133	0	0																									0
1	2	134	0	0																									0
1	2	135	0	0																									0
1	2	136	0	0																									0
1	2	137	0	0																									0
1	2	138	0	0																									0
1	2	139	0	0																									0
1	2	140	0	0																									0
1	2	141	0	0																									0
1	2	142	0	0																									0
1	2	143	0	0																									0
1	2	144	0	0																									0
1	2	145	0	0																									0
1	2	146	0	0																									0
1	2	147	0	0																									0
1	2	148	0	0																									0
1	2	149	0	0																									0
2	1	0	Warriv				Data\Global\Monsters	WX	NU	HTH		LIT																	0
2	1	1	Atma				Data\Global\Monsters	AS	NU	HTH		LIT																	0
2	1	2	Drognan				Data\Global\Monsters	DR	NU	HTH		LIT																	0
2	1	3	Farah				Data\Global\Monsters	OF	NU	HTH		LIT																	0
2	1	4	?																										0
2	1	5	# ?																										0
2	1	6	# ?																										0
2	1	7	# ?																										0
2	1	8	Greiz				Data\Global\Monsters	GR	NU	HTH		LIT																	0
2	1	9	Elzix				Data\Global\Monsters	EL	NU	HTH		LIT																	0
2	1	10	Lysander				Data\Global\Monsters	LY	NU	HTH		LIT																	0
2	1	11	Meshif				Data\Global\Monsters	MS	NU	HTH		LIT																	0
2	1	12	Geglash				Data\Global\Monsters	GE	NU	HTH		LIT																	0
2	1	13	# Jarhyn				Data\Global\Monsters	JE	NU	HTH		LIT																	0
2	1	14	?																										0
2	1	15	# ?																										0
2	1	16	# ?																										0
2	1	17	Summoner				Data\Global\Monsters	SU	NU	HTH		LIT																	0
2	1	18	Radament				Data\Global\Monsters	RD	NU	HTH		LIT																	0
2	1	19	Duriel			6	Data\Global\Monsters	DU	NU	HTH		LIT	LIT	LIT	LIT														0
2	1	20	Deckard Cain				Data\Global\Monsters	2D	NU	HTH		LIT																	0
2	1	21	# ?																										0
2	1	22	townsfolk man				Data\Global\Monsters	2M	NU	HTH	YNG	MED	MED						FEZ										0
2	1	23	townsfolk woman				Data\Global\Monsters	2F	NU	HTH	MED	MED	HVY																0
2	1	24	desert mercenary			7	Data\Global\Monsters	GU	NU	HTH	MED	MED	MED	MED	MED	GLV			LIT	LIT	LIT								0
2	1	25	townsfolk on carpet 1				Data\Global\Monsters	M1	NU	HTH		LIT																	0
2	1	26	townsfolk on carpet 2				Data\Global\Monsters	M2	NU	HTH		LIT																	0
2	1	27	# Maggot Queen(Mind Maw the Slasher)				Data\Global\Monsters	MQ	NU	HTH		LIT																	0
2	1	28	# Fish ?																										0
2	1	29	?																										0
2	1	30	?																										0
2	1	31	# ?																										0
2	1	32	# ?																										0
2	1	33	?																										0
2	1	34	# Gargoyle Trap				Data\Global\Monsters	GT	A1	HTH		LIT																	0
2	1	35	"a Trap, Charged Bolt"																										0
2	1	36	"a Trap, Arrow"																										0
2	1	37	# ?																										0
2	1	38	?																										0
2	1	39	# ?																										0
2	1	40	# ?																										0
2	1	41	Lightning Spire				Data\Global\Monsters	AE	A1	HTH		LIT							LIT										0
2	1	42	Fire Tower			13	Data\Global\Monsters	PB	A1	HTH		LIT																	0
2	1	43	# ?																										0
2	1	44	# ?																										0
2	1	45	# ?																										0
2	1	46	Bloodwitch the Wild			7	Data\Global\Monsters	PW	NU	HTH	LIT	MED		MED	MED		WHP	BUC	LIT	LIT	LIT	LIT					Data\Global\Monsters\PW\COF\Palshift.dat	3	0
2	1	47	Fangskin			7	Data\Global\Monsters	SD	NU	HTH		LIT															Data\Global\Monsters\SD\COF\Palshift.dat	6	0
2	1	48	BeetleBurst			5	Data\Global\Monsters	SC	NU	HTH	MED	LIT		HVY													Data\Global\Monsters\SC\COF\Palshift.dat	6	0
2	1	49	Creeping Feature			3	Data\Global\Monsters	MM	NU	HTH		LIT															Data\Global\Monsters\MM\COF\Palshift.dat	7	0
2	1	50	Cold Worm the Burrower				Data\Global\Monsters	MQ	NU	HTH		LIT																	0
2	1	51	Fire Eye				Data\Global\Monsters	SR	NU	HTH		LIT															Data\Global\Monsters\SR\COF\Palshift.dat	5	0
2	1	52	Dark Elder				Data\Global\Monsters	ZM	NU	HTH	MED	MED	MED	MED	MED				MED	MED	BLD						Data\Global\Monsters\ZM\COF\Palshift.dat	6	0
2	1	53	Ancient Kaa the Soulless			7	Data\Global\Monsters	GY	NU	HTH		LIT															Data\Global\Monsters\GY\COF\Palshift.dat	4	0
2	1	54	"# Guard, Boba Fett"			7	Data\Global\Monsters	GU	NU	HTH	MED	MED	MED	MED	MED	GLV			LIT	LIT	LIT								0
2	1	55	"# Guard, Darth Maul"			7	Data\Global\Monsters	GU	NU	HTH	MED	MED	MED	MED	MED	SPR			LIT	LIT	LIT								0
2	1	56	Mummy Generator				Data\Global\Monsters	MG	S1	HTH		LIT																	0
2	1	57	Tyrael in TalRasha's Chamber				Data\Global\Monsters	TX	NU	HTH		LIT		LIT	LIT														0
2	1	58	Horror Skeleton			3	Data\Global\Monsters	SK	NU	1HS	DES	HVY	DES	DES	DES	AXE		LRG	DES	DES	LIT						Data\Global\Monsters\SK\COF\Palshift.dat	7	0
2	1	59	?																										0
2	2	0	Trap Door (74)	74			Data\Global\Objects	TD	NU	HTH		LIT																	0
2	2	1	torch 1 tiki (37)	37			Data\Global\Objects	TO	ON	HTH		LIT																	0
2	2	2	Teleport Pad 1 (192)	192			Data\Global\Objects	7H	NU	HTH		LIT							LIT	LIT									0
2	2	3	Teleport Pad 2 (304)	304			Data\Global\Objects	7H	NU	HTH		LIT							LIT	LIT									0
2	2	4	Teleport Pad 3 (305)	305			Data\Global\Objects	AA	NU	HTH		LIT							LIT	LIT									0
2	2	5	Teleport Pad 4 (306)	306			Data\Global\Objects	AA	NU	HTH		LIT							LIT	LIT									0
2	2	6	brazier 3 (101)	101			Data\Global\Objects	B3	OP	HTH		LIT							LIT										0
2	2	7	brazier floor (102)	102			Data\Global\Objects	FB	ON	HTH		LIT							LIT										0
2	2	8	invisible town sound (78)	78			Data\Global\Objects	TA																					0
2	2	9	flies (103)	103			Data\Global\Objects	FL	NU	HTH		LIT																	0
2	2	10	waypoint (156)	156			Data\Global\Objects	WM	ON	HTH		LIT							LIT										0
2	2	11	-580	580																									0
2	2	12	"Well, cathedralwell inside (132)"	132			Data\Global\Objects	ZC	NU	HTH		LIT																	0
2	2	13	"Door, secret 1 (129)"	129			Data\Global\Objects	H2	OP	HTH		LIT																	0
2	2	14	Horazon's Journal (357)	357			Data\Global\Objects	TT	NU	HTH		LIT																	0
2	2	15	"Door, Tyrael's door (153)"	153			Data\Global\Objects	DX	OP	HTH		LIT																	0
2	2	16	"Jerhyn, placeholder 1 (121)"	121		1	Data\Global\Monsters	JE	NU	HTH		LIT																	0
2	2	17	"Jerhyn, placeholder 2 (122)"	122		7	Data\Global\Monsters	JE	NU	HTH		LIT																	0
2	2	18	"Closed Door, slimedoor R (229)"	229			Data\Global\Objects	SQ	OP	HTH		LIT																	0
2	2	19	"Closed Door, slimedoor L (230)"	230			Data\Global\Objects	SY	OP	HTH		LIT																	0
2	2	20	"a Trap, test data floortrap (196)"	196			Data\Global\Objects	A5	OP	HTH		LIT																	0
2	2	21	Your Private Stash (267)	267			Data\Global\Objects	B6	NU	HTH		LIT																	0
2	2	22	"a Trap, spikes tombs floortrap (261)"	261			Data\Global\Objects	A7	OP	HTH		LIT																	0
2	2	23	Tainted Sun Altar (149)	149			Data\Global\Objects	ZA	OP	HTH		LIT							LIT										0
2	2	24	gold placeholder (269)	269			Data\Global\Objects	1G																					0
2	2	25	"Large Urn, urn 1 (4)"	4			Data\Global\Objects	U1	OP	HTH		LIT																	0
2	2	26	"Corona, urn 2 (9)"	9			Data\Global\Objects	U2	OP	HTH		LIT																	0
2	2	27	"Urn, urn 3 (52)"	52			Data\Global\Objects	U3	OP	HTH		LIT																	0
2	2	28	"Large Urn, urn 4 (94)"	94			Data\Global\Objects	U4	OP	HTH		LIT																	0
2	2	29	"Large Urn, urn 5 (95)"	95			Data\Global\Objects	U5	OP	HTH		LIT																	0
2	2	30	"Jug, desert 1 (142)"	142			Data\Global\Objects	Q4	OP	HTH		LIT																	0
2	2	31	"Jug, desert 2 (143)"	143			Data\Global\Objects	Q5	OP	HTH		LIT																	0
2	2	32	"Chest, R Large (5)"	5			Data\Global\Objects	L1	OP	HTH		LIT																	0
2	2	33	"Chest, L Large 1 (6)"	6			Data\Global\Objects	L2	OP	HTH		LIT																	0
2	2	34	"Chest, L Large tomb 1 (87)"	87			Data\Global\Objects	CA	OP	HTH		LIT																	0
2	2	35	"Chest, R Large tomb 2 (88)"	88			Data\Global\Objects	CB	OP	HTH		LIT																	0
2	2	36	"Chest, R Med  (146)"	146			Data\Global\Objects	Q9	OP	HTH		LIT																	0
2	2	37	"Chest, R Med  (146)"	146			Data\Global\Objects	Q9	OP	HTH		LIT																	0
2	2	38	"Chest, R Large desert tomb (147)"	147			Data\Global\Objects	Q7	OP	HTH		LIT																	0
2	2	39	"Chest, L Large desert tomb (148)"	148			Data\Global\Objects	Q8	OP	HTH		LIT																	0
2	2	40	"Chest, 1L general (240)"	240			Data\Global\Objects	CY	OP	HTH		LIT																	0
2	2	41	"Chest, 2R general (241)"	241			Data\Global\Objects	CX	OP	HTH		LIT																	0
2	2	42	"Chest, 3R general (242)"	242			Data\Global\Objects	CU	OP	HTH		LIT																	0
2	2	43	"Chest, 3L general (243)"	243			Data\Global\Objects	CD	OP	HTH		LIT																	0
2	2	44	"Chest, L Med (176)"	176			Data\Global\Objects	C8	OP	HTH		LIT																	0
2	2	45	"Chest, L Large 2 (177)"	177			Data\Global\Objects	C9	OP	HTH		LIT																	0
2	2	46	"Chest, L Tallskinney (198)"	198			Data\Global\Objects	C0	OP	HTH		LIT																	0
2	2	47	Rat's Nest (246)	246			Data\Global\Objects	RA	OP	HTH		LIT																	0
2	2	48	brazier (29)	29			Data\Global\Objects	BR	OP	HTH		LIT							LIT										0
2	2	49	"Flame, fire small (160)"	160			Data\Global\Objects	FX	OP	HTH		LIT																	0
2	2	50	"Flame, fire medium (161)"	161			Data\Global\Objects	FY	OP	HTH		LIT																	0
2	2	51	"Fire, fire large (162)"	162			Data\Global\Objects	FZ	OP	HTH		LIT																	0
2	2	52	"flame, no damage (273)"	273			Data\Global\Objects	F8	NU	HTH		LIT																	0
2	2	53	brazier celler (283)	283			Data\Global\Objects	BI	OP	HTH		LIT																	0
2	2	54	"Shrine, bull health tombs (85)"	85			Data\Global\Objects	BC	OP	HTH		LIT																	0
2	2	55	"stele, magic shrine stone desert (86)"	86			Data\Global\Objects	SG	OP	HTH		LIT																	0
2	2	56	"Shrine, palace health R harom arcane (109)"	109			Data\Global\Objects	P2	OP	HTH		LIT																	0
2	2	57	"Shrine, snake woman magic tomb arcane (116)"	116			Data\Global\Objects	SN	OP	HTH		LIT							LIT										0
2	2	58	"Shrine, dshrine2 (134)"	134			Data\Global\Objects	ZS	OP	HTH		LIT							LIT										0
2	2	59	"Shrine, desertshrine 3 (135)"	135			Data\Global\Objects	ZR	OP	HTH		LIT							LIT										0
2	2	60	"Shrine, dshrine 1 a (136)"	136			Data\Global\Objects	ZD	OP	HTH		LIT																	0
2	2	61	"Shrine, dshrine 1 b (150)"	150			Data\Global\Objects	ZV	OP	HTH		LIT							LIT	LIT									0
2	2	62	"Shrine, dshrine 4 (151)"	151			Data\Global\Objects	ZE	OP	HTH		LIT							LIT										0
2	2	63	"Shrine, health well desert (172)"	172			Data\Global\Objects	MK	OP	HTH		LIT																	0
2	2	64	"Shrine, mana well7 desert (173)"	173			Data\Global\Objects	MI	OP	HTH		LIT																	0
